s1,beginning_description,following_from_self,following_from_others
1.3,"女,我的老公经常虐待我  不给我吃饭   让我一直做家务  我该怎么办   真的好累   我都已经怀孕五个多月了",不敢告诉家里人 // 因为当初父母不同意我们在一起   我硬要和他一起,你可以报警的 // 你父母知道嘛 // 对自己很重要的问题，最好选择正式咨询的方式进行系统解决。点击我的头像可进入预约页面。谢谢您。 // 不给你吃饭是什么意思？ // 美女
1.3,"男,妹妹18岁辍学，读完高二，现在在家里不出去工作，家里能养得起她，每天都对着手机和电视。怎么办？",她是在她3个月大的时候收养回来的，爸爸2012年去世了，剩下妈妈和我，妈妈性格很急，没有耐心，不懂如何教小孩，小孩只要一哭，她就马上满足。现在我妹妹不读书，她没办法，不工作也没办法。我们跟她谈学习，她不搭理，跟她谈工作她说自己找，但是一直在家里就没怎么出去过,父母呢？你多大了？ // 你认为她最想要的是什么呢？ // 县城？ // 可能她心里还有一些问题没有得到解决，所以呈现在心理行为方面的消极被动和不配合。 // 你和她聊过么 // 你在读书吗？你妹妹知道自己的身世吗？ // 那就先从爱自己开始，爱妈妈，妈妈内心有了安全感，情绪稳定了，也会影响妹妹。 // 详细咨询点击我头像，图文电话咨询
1.3,"女,我已结婚，但是感觉自已在家特别没有地位，明显感觉婆婆拿我没办法，但是又不喜欢我，我该怎么办？",不知道啊，可能我从小娇声惯养的 // 可是我觉得婚后老公却在他妈妈那一边 // 突然觉得家庭生活真的好累！ // 把钱都给婆婆了，还是对我不好 // 感觉她无赖 // 对于老公发脾气自残，各位怎么看,婆婆不喜欢你什么方面呢 // 你目前存在婆媳关系问题，婚后适应不良问题。如果需要专业帮助，请点击我的头像，约我的正式咨询，我们一起探讨你的困扰，缓解你的烦恼。 // 婚姻是一所学校，通过学习才会成长 // 美女 // 努力改善自己的状态，付出才有回报
1.3,男 我每月工资交给她。只留400生活费，她总是说我那里都不好。说找到我后悔。这样我很受不了，我想离婚,老师好,除了钱，你还满足了她什么 // 你们的情感交流有问题！不是钱的问题！ // 她不满足你什么地方呢 // 帅哥 // 彼此都有不满意，你们的关系需要好好考虑一下，是离婚还是调整。 // 还有其他原因吗？
1.3,女 经常想哭，经常难过，有时候觉得父母很好，有时候又会对她们生气，怎么办，经常对自己朋友感到厌烦,嗯，经常负能量爆棚，却要伪装成一个有正能量的人 // 嗯怎么办呢,你是抑郁了。总是处于忧伤的状态。 // 内外在不一致。 // 多大了 // 对自己很重要的问题，最好选择正式咨询的方式进行系统解决。点击我的头像可进入预约页面。谢谢您。 // 你多大？
1.3,"女,我老公又不工作又不带小孩，我在家就带孩子，我天天做家务带孩子我看到他懒我就来火，所以老吵架。",我到底该怎么办，过不了两天就吵，我现在脾气越来越暴躁 // 我公公婆婆在这边做生意。然后就每个月给我们生活费,美女 // 你们靠什么生活？ // 这种吵架是对的，但是 // 永此循环往复，自己会很受伤，甚至是受伤的平方。如何处理？选择我的心理分析咨询服务帮你支招。退到一对一界面看我给你的留言 // 实际上你在结婚前就应该知道你老公的问题 // 如果需要帮助点击我头像关注我私聊详情
1.3,"男,我老婆天天动手掐我，打我，躲着他，他拦着我，推开他，不理他吧，他又哭，我都没招了，谁来救救我",,发生矛盾了嘛  结婚多久了  有孩子吗 // 老婆多大呢 感觉有些不很成熟 // 矛盾里时时忐忑，冲突中处处焦烦，惶惶然辗转难眠，心纠结不思茶饭，若想要解疑难，点头像与我详谈。 // 帅哥 // 她怎么了呢？ // 她在用这种方式表达在你身上无法满足的部分。
1.3,女 老公就像个无赖，我父母对他再好，都没得到他一点好处，对我也一样，我在他身上根本得不到安全感。,他是不是心理上有病 // 他的脾气特别暴躁，说急就急，急完就像没事一样,你们生活多少年了？ // 一直是这样么 // 结婚多久了？具体情况是怎样的 // 婚姻给你带来的是伤心和委屈。
1.3,"女,不知道为什么，我特别恨我的妈妈，我讨厌她管我，即使在我心情不好的时候他劝我的话都会让我很有压力",26岁了,你多大 // 美女 // 理解你的心情， // 你们的心理关系急需要调整，特别是你自己的情绪，可能需要安抚和 // 理解 // 美女 // 选择我的心理分析咨询服务，听听一个比较老的男性心理老师的看法。退到一对一界面看我给你的留言 // 这么大了。需要咨询辅导帮助你处理。 // 非常理解你的心情。
1.3,女 你好医生，我男友说他知道我聊Qq骗他，但是没拆穿我，陪我演戏，他是真的知道吗？不拆穿是什么原因？,爱啊！我感觉他在外面找女人我才这样的,你多大 // 你爱他吗。你为啥会这样 // 可以私聊吗 // 不是找女人！是想看透你能骗他多狠！然后来个突击了，你要远离 // 美女，信任是爱的基础 // 你知道他在外面找女人，还愿意继续和他玩感情的游戏，一定有你自己的理由。 // 愿意积极改善自己改善两人感情吗？
1.3,女 家里老人有两个儿子，老大先分家出去。老二和老人一起住。但老大不愿意，老人也不愿意，老二该怎么办,,美女 // 跟老大啊！或者二老再另觅住处 // 可以家人一起协商的 // 开个家庭会议，综合大家的意见。达成一致协议。 // 你是家里什么人？
1.3,男 我和一个女孩前三天表白她同意了，还接吻，然后今天我又一次表白她拒绝了，我想问下他这是什么意思？,需要付费？ // 我还有继续坚持的理由吗,她还没有彻底接纳你 // 她还是没想好 // 帅哥
1.3,女 总是怀疑老公出轨。半夜不睡觉拿着手机在厕所。第二天早上手机就欠费，但是没有听到过打电话的声音。,请问我心里问题是不是很严重,和老公聊过吗 // 一千次猜测不如一次沟通 // 美女 // 一样的问题
1.3,女 宝宝11个月了，自己带，从生完宝宝后心情就不好，什么事不顺着自己了就发脾气，心情很不好，感觉很累。,我感觉也是,产后焦虑，需要调节 // 你和爱人关系如何 // 需要调整，否则对孩子与你及家庭关系都会产生影响。 // 对自己很重要的问题，最好选择正式咨询进行系统解决。点击我的头像可进入预约页面。谢谢您。 // 带孩子确实会带出很多烦恼，毕竟没有经验。可以提供必要的指导。 // 美女
1.3,"女,如果在婚姻关系中，与婆婆住在一起精常闹矛盾，而老公又听他妈话，不想搬出去住怎么办？只能离婚了吗？",,离婚能逃避暂时的矛盾，不是解决问题的办法， // 学会应对解决问题， // 不想改变现实，就只有改变自己 // 你认为老公应该听你的而不应该听他妈妈的话，对吗？ // 美女
1.3,"男,想不开憋屈，一会儿哭一会儿说。觉得麻烦日子没法过了。看见老婆孩子就烦死了，怎么办啊。我这是什么病?",快快怎么办 // 结婚七年多了 // 就是天天在家带孩子，女儿快两岁了，特别废,n发生了什么事情吗 // 结婚多久了 // 帅哥，有什么心事吗？ // 慢慢解决别急 // 发生什么事了？ // 很多情况下情绪或者是内心的纠结会让人把更多精力投入到自身，而放在外部的注意力就少了，从而导致面对重要关系的时候会感觉力不从心，这样的情况又反过来加剧内心的矛盾，循环往复。需要通过对自身的调整，来找到真正需要宣泄的情绪，从而找到合适的表达方式，最终逐渐建立自信，达到人格的和谐统一。欢迎点击我的头像进入正式咨询，以便能更深入有效地帮助您。 // 帅哥
1.3,"女,我和我老公总是吵架，他不喝酒什么也不说，喝了酒就找事，他说这个对不起他，他说我妈妈家的人都不行，",,他有很多的怨气，酒后吐真言 // 你也喝酒跟他玩 // 是因为他喝酒吵架还是别的事儿吵架。 // 你希望帮你什么呢 // 你觉得像是什么原因吵架？ // 夫妻关系问题可以通过咨询解决 // 美女 // 难道他就行了吗，就只会找自己家里人出气 // 是的，是把你们当出气筒。 // 你可打电话找我，帮助 // 你这是夫妻关系方面的问题，成因较漫长复杂，最好先找到核心的矛盾 // 美女，您们平时沟通多吗？他说的问题有根据吗？ // 尝试在他不喝酒的时候沟通，最好将他喝酒时候的情形录成视频，让他在清醒的时候看。
1.3,我觉得我老公越来越和我有代沟，越来越不理解我，我觉得已经无法和他沟通，我不想和他沟通了。我讨厌他了。,点都不久,你们结婚多久了？ // 婚姻需要好好经营，点击头像，电话咨询，具体了解一下你的情况 // 对自己很重要的问题，最好选择正式咨询的方式进行系统解决。点击我的头像可进入预约页面。谢谢您。
1.3,"女,半年前的家庭纠纷，感到很委屈，现在每天都在想这个事情，还老想找人说说。怎么能不再想起以前的事情那。",,侬好 // 美女 // 这场家庭纠纷已经形成了心结，是吗？ // 与谁的家庭纠纷啊？具体说说你的问题好吗？ // 美女 // 那是一件什么事？ // 欢迎点我头像，点击:电话咨询，详细谈谈 // 可以聊一下，帮你解决 // 家庭纠纷问题较复杂，不是几句话就能说清楚的的，	老师需要详细了解你的情况，分析原因，才能找出解决方法。我建议你付费咨询，因为电话沟通方便。点我头像，再点图文咨询，与你私聊好吗？ // 给你留言了 // 找人倾诉是对的，自己闷着，会生病的 // 不是不再想。而是想了心理并没有委屈。跟你对这件事的认知有关。
1.3,"女,夫妻关系不和睦经常吵架，还惊动父母，老公从不体谅我....一点小事可以吵的很凶，真的很累，心情极度不好，",哎,谁先挑起战争？ // 送你一个字：变。 // 详细退到一对一界面看我给你的留言 // 美女
1.3,女 结果三年了，结果之前因为彩礼和婆婆家闹的很不愉快！现在宝宝都一岁多了又因为小姑子又闹了一次，真是烦！,,你们住在一起吗！ // 是有点心烦。建议和我电话谈谈谈，我来帮梳理分析 // 您是希望有良好的互动关系，和睦相处对吗？老师可以帮助你提高策略与技巧，如需要可以点击头像进入电话咨询服务。 // 结婚三年。夫妻感情怎样
1.3,"男,以前我性格很开朗。可这两年和父母的关系越来越僵，尤其是母亲。不想待在一个空间，待在一个空间就很畏惧。",我想咨询下这是为什么 // 我妈妈总喜欢在别人面前数落我。如果在一个空间一说话就喋喋不休说这个不是那个不是。 // 而且这两年因为我妈爱玩经常和爸爸吵架，我妈和别人聊微信就哈哈笑，我和她一说话就和欠了钱一样。 // 这两年我妈妈很爱玩，为此老和爸爸吵架，和同学聊微信就和颜悦色，和我们说话就和欠了钱一样。我对她很反感。甚至有时候很讨厌。想把手机摔了。 // 说过了没用 // 我这里按错了，我是个女孩。我现在怀孕了，她来照顾我，可是她浑身都觉得不舒服。我孕吐到五个月，做饭菜难做，她就每天表现不高兴，不耐烦。,你今年多大？ // 这两年和父母之间发生了什么呢？ // 这是压抑的不良情绪导致的，不适应啊，不舒服感。 // 这让你心烦是吗？ // 可以主动和妈妈沟通自己的内心感受 // 美女，您有宝宝，不要受家人的影响，好好养好身体，照顾好自己。
1.3,女 挽回家庭，让老公有责任心和上进心。带钱失踪两次了，第一次是前半月前，这次是昨天下午走的到现在没回来。,,前一次失踪是什么原因？ // 非常理解你的心情 // 很乐意协助你 // 能否私聊详谈？ // 已给你留言 // 带多少钱？上次带钱失踪怎么处理的？ // 他为什么出走 // 你们结婚多久了？ // 为何失踪 // 你们之间有冲突吗？ // 你如何看待他出走？ // 多大了发生什么矛盾了。	他是如何 // 上次怎么处理的 // 你们之间发生过什么矛盾吗？他出走的原因是什么呢？ // 美女 // 因为什么出走？ // 感情问题较复杂，不是几句话就能说清楚的的，	老师需要详细了解你的情况，分析原因，才能找出解决方法。我建议你付费咨询，因为电话沟通方便。点我头像，再点图文咨询，与你私聊好吗？ // 美女，您们有什么矛盾吗？ // 你的方法需要改进！ // 非常理解你的感受。
1.3,女 我和老公结婚九年，每次吵架都不哄我，这次他出差，我们又吵架了，结果都八天了一个电话都不给我打，为什么,是的 // 我们结婚时因为房子事他欺骗我， // 现在他因为我不上班 // 我们每次吵的很凶 // 女人 // 结婚这几年我带孩子，妈妈给我们经济帮助，但是这两年他能挣点钱了对我更是不在乎 // 他特别小气，只能占便宜不能吃亏， // 但是我不知道他一直不给我打电话为什么，我该怎么做 // 我不是希望他哄我，是希望他给我打个电话 // 如果我一直不打结果会怎么样 // 男人不喜欢哄女人，也不打电话通常有几种情况 // 他是不是不在意我了 // 是什么 // 那我应该给他打吗？ // 那他为什么不找我谈呢 // 好的谢谢 // 我想他，但是又生他气，还希望他给我打电话,每次吵架我们都希望老公哄我们吗 // 都是因为什么吵架呢？ // 可以说说为什么吵架吗？吵架后，谁占上风呢？ // 什么样的人才会吵架够希望别人哄呢 // 这是一个值得思考的问题 // 这样的行为模式会体现在胜过的其他方面 // 我们的婚姻观存在一些问题，而你们的沟通方式也有一些偏差 // 如果需帮助点击我头像私聊详情 // 你们都9年是这样，为什么会希望他这次来哄你呢？ // 他觉得你会打 // 吵架中的人，觉得谁主动谁就认输了，他的个性就这样 // 亲，你俩的问题不是谁打这个电话…… // 吵架会伤害到彼此的感情。 // 争吵的时间长了感情就会变得淡漠疏远。 // 这次吵架不打电话这件事应该不是简单的这件事，应该背后有很多事情的 // 我是免费的，可以帮你出出主意 // 美女
1.3,男 我今年五十二了，老婆经常为一些事喋喋不休，现家庭又遇到重大经济债务，她又一次离家出走了，还提出离婚？,男 我五十二岁，妻子总有抱怨，也经常跟儿子抱怨我的不是和指责，现因债务又离家出走又提出离婚，这样的一个妻子我还值得珍惜吗？,你需要咨询师帮你解决什么困扰呢 // 发生什么了呢？
1.3,女 不知道为什么很难表达自己的内心，和父母也很难说出自己的心里话。不知道自己到底哪里出现了问题，很困惑？,28岁 // 一直 // 从小就是这样 // 什么事都不愿意和他们说 // 不但是和父母  和朋友也很难表达自己的内心 // 我不知道自己到底哪里有问题,你多大？ // 和父母不能说心里话多久了？
1.3,"男,我和老婆十一年的感情了。感觉她对我很好。但我总是小心眼的去怀疑她。做对不起我的事情。求专家开导开导。",怎么样能控制这种情绪呢？。忧。 // 嗯。疏导和领悟？ // 不控制就会爆发脾气。结果就是吵架。 // 控制了！可以和谐的过日子两个人。,你有些敏感和不自信 // 深层的根源还需要详细分析和了解 // 这样的情绪是不能控制 只有疏导和领悟 // 一部分来源于你的性格 // 信任的话 可点击头像关注  查看服务 电话咨询 // 你可以不用去克制这种情绪。 // 可以电话咨询，进行系统咨询 // 你的状态跟你的成长经历有关 // 控制了会怎样呢？ // 微笑]
1.3,女 我弟媳妇因为我弟弟两年前的一次外遇，现在是看到电视里有说小三的，还是别的事，总提起来就闹，跟疯了一样。,谁能帮我解答，我弟妹是不是，心里有障碍了 // 咨询一下也需要付费的吗 // 我们可以聊聊吗 // 怎么跟你们一起聊天 // 关注了 // 怎么办,详细的需要了解更多情况 // 问题没有从根本上解决 // 一对一更专注 // 美女
1.3,"女,男方思想出轨，对女方暴力，家庭不和，婆媳不和，男方对女方冷漠，这样的婚姻该离吗？男方没有责任感。有小孩","女,男方思想出轨，对女方暴力，家庭不和，婆媳不和，男方对女方冷漠，这样的婚姻该离吗？男方没有责任感。有小孩 // 心情好的时候会关心我 // 但是很少 // 他每天电话不断，却很少关心我们。 // 他其实业务很少 // 他经常网上和认识的女人暧昧。却很少关心家里的我。 // 从来不会主动认错 // 您是专业人士吗 // 这种人我该离婚吗 // 常常辱骂我和我的家人 // 性格暴躁 // 不是 // 我想找您棒我分析一下 // 我这种婚姻还要吗 // 我和迷茫 // 不知道该怎么选择 // 还很伤心 // 而且他特别爱打游戏 // 爱搭讪 // 我实在受不了了",这样看来他没什么优点啊！ // 如果真是这种情况，没必要过！ // 我这么和你说我的观点，你怀疑我是不是专业人士？ // 每个人都有权选择自己最快乐的生活方式 // 点击头像，电话咨询，帮你分析 // 对自己很重要的问题，最好选择正式咨询的方式进行系统解决。点击我的头像可进入预约页面。感谢您的信任。 // 离婚吧。孩子生活在这种阴影下也不好受。 // 花言巧语还是很受女性喜爱的嘛，哎\'我们的嘴巴就太笨了;
1.3,"女,协议离婚一年了，宝宝已经俩岁了现在跟奶奶，因为是做教育行业心理上总放不下孩子，又碍于面子该怎样挽回婚姻？",没有联系了 // 谢谢大家的关心 // 朋友们请问问答怎么删掉啊？,矛盾里时时忐忑，冲突中处处焦烦，惶惶然辗转难眠，心纠结不思茶饭，若想要解疑难，点头像与我详谈。 // 夤夜树影婆娑， 满心话与谁说？ 点我！点我！ 凭栏把酒当歌。 // 和孩子的爸爸还有联系吗？ // 美女 // 非常理解你的心情 // 能否私聊详谈？ // 很乐意协助你走出心理困惑 // 已给你留言，请查收
1.3,"女,父母经常吵架，甚至动手打架，两个七岁儿子经常目睹一切，现在孩子变得很暴力叛逆，不知道该如何引导孩子？谢谢",现在夫妻已经分居了,先来调节夫妻关系吧 // 美女 // 以身作则是最好的办法 // 先改变父母，孩子也会相应的有所改变 // 父母相亲相爱 // 对自己很重要的问题，最好选择正式咨询的方式进行系统解决。简单回复不能根本解决您面临的困扰，咨询需要一个更详细的过程，建议选择你认可的咨询师，进行详细咨询。 我是给力实战型心理咨询师。点击我的头像可进入预约页面，图文咨询，或者点击电话咨询。感谢您的信任。 // 矛盾里时时忐忑，冲突中处处焦烦，惶惶然辗转难眠，心纠结不思茶饭，若想要解疑难，点头像与我详谈。
1.3,"女,女人是二婚，可二婚夫妻问没共同语言会怎样，女人着感觉自已好累。男人就是大小孩:这种生活能长久吗？女人怎么办",没信心了，活得好累 // 什么事都得顺着，稍有不顺，就大发雷廷 // 不计后果 // 真心累 // 可男人不善多言，一心贪玩，没文化，女人再经不超任何的折腾了。是想要最后的结果，真的好难。求大家帮忙,你有信心么？ // 累哈 // 这样下去，可能会出现好几种状况:\n1，男人拒绝任何改变，终于有一天女人受不了了，心累了，没有力量往前走了，分开。\n2，女人耐心陪伴男人，自己心灵成长起来，慢慢影响他，男人从幼稚男孩状态，慢慢变得成熟、有责任的暖男。\n3，两人各自提升完善自己身上不足的地方，求同存异，和谐相处…… // 非常理解你的心情。 // 美女
1.3,"男,总是对孩子不关心！有时候还觉得烦心！基本上几个月才回家一次！出来了也不觉得自己想孩子！这到底是怎么回事？",有的 // 基本上每天都和家里联系,你有想的人和爱的人吗 有关心牵挂的人吗 // 帅哥
1.3,"女,老公说对我没有感情了，可是因为孩子，我们决定凑合过，感情可以慢慢培养吗，以后的日子不会一直都这样没感情吧",我们是自由恋爱的 // 恩，是的，可是现在我在外面和谁过夜他都不在乎了 // 吵架经常吵架 // 怎么办,之前对你有感情吗？ // 之前有感情是吗 // 没有感情了的原因是什么 // 凑合过也是可以的 大多数 婚姻都是凑合过啊 // 但是过的过程还是积极修复关系 // 关键看以后如何互动 // 美女 // 改善关系，改变沟通方式，你们还会幸福的
1.3,"女,老公是老板不存在没钱，我是远嫁要回娘家老公不让回去说没钱，他本人平时比较抠门，对我也不大方，他是不爱我吗",没有收入来源，都是他给钱 // 他对朋友特别大方，对我很小气,担心 // 选择心理分析之后给你建议，方法很重要，时机很重要， // 你其实已经回答了自己的疑问，他平时都比较抠门儿，并不是只针对你一个人是吧 // 请问你有自己独立的经济收入吗 // 哎 我只想说父母都不可能养你一辈子  人还是要靠自己 平时还是嘴甜一点吧，尽量去工作 不要拖离了社会
1.3,女 老公嘴上一直说我不好，逼迫我使我过不下去了我起诉离婚也正合他意，可他为什么晚上总来骚扰我，要抱着我睡觉？,这么晚打扰了 // 他还说自己还能抱几天呢，表现的很决绝 // 他软禁折磨我，我受不了所以已经起诉离婚了可法院还没判决结果，所以还在一个家里住，只是他每晚都要悄悄跳窗户来偷抱我，我不知道他心里到底怎么想的 // 我不能打电话，要不他就听见了 // 明天吧,可能越是在乎一个人，越是褒贬 // 重点是，不只看一个人怎么说的，主要看他怎么做的。 // 恩，点击我头像，点击电话咨询 // 可以文字 // 对自己很重要的问题，最好选择正式咨询的方式进行系统解决。点击我的头像可进入预约页面。谢谢您。 // 你也不能私聊吧 // 你老公的心里，呵呵 // 你们的交流方式有问题 // 美女
1.3,"女,43岁,我是三个孩子的妈妈，大女儿上大一，小女儿上高一，小儿子今年一岁半，老公不停的出轨，我该离婚还是不离？",是的 // 我该怎么办？ // 可以，谢谢你 // 自由恋爱六年，同甘共苦，现在条件好了。就这样 // 好的 // 就请你吧？,小儿子一岁半，够辛苦的 // 可以点击头像交流！ // 过去也是挺恩爱的对吧 // 你确实不容易。 // 这是婚姻家庭和夫妻关系方面的问题，可能由来已久。 // 需要帮你具体分析之后才能给你建议 // 最好选一位你信任的老师，通过正式的婚姻家庭咨询，理清思路，改善夫妻关系，解决你的困扰。 // 我们需要分析自己现在需要什么，失去了什么，离婚是否就能改变呢？退到一对一界面看我给你的留言 // 很理解你 // 你自己怎么想的 // 美女，同甘共苦以后您们有新的家庭规划吗？他出轨是为了追求什么，您了解吗？ // 那样的男人真坑你
1.3,"女,老公出轨要离婚！我有三个孩子，不想离婚，现在冷战三个多月了！以前的大骂，变得不主动，谁也不理谁？怎么样？",好想挽回这个家！ // 你你好方老师,有缘千里来相会，无对面不相识。我们共同来到给力交流平台 ，作为心理咨询师，竭诚协助你解决心理问题，建议选择认可老师一对一进行咨询，如果需要我的帮助，可以点我头像进入主页面，选择电话咨询或图文咨询。 // 非常理解你的心情 // 老公出轨的原因是什么？ // 很乐意协助你走出心理困惑 // 能否私聊详谈？ // 已给你留言，请查收，谢谢 // 多大了。你们 // 酸甜苦辣烦恼增，喜怒哀乐伤七情，若想云开见日月，点我头像正式询。 欢迎点击我的头像，约我的正式咨询，我愿意和你一起，携手探索心灵之旅。解除你的困惑，找到本该属于你的幸福，快乐。 // 出现问题时，如何解决？方法不对从主动变被动，最后变为自责了…… // 冷战状态? // 美女
1.3,"女,我不想回家，我觉得家很压抑，我也不知道我的父母到底对我是什么样的好，在每次很长的假期中我差点就得了抑郁症",,你感觉被父母的爱包围，有些失去自我，是这样吗 // 给我女儿请个心理医生 // 求助
1.3,"男,家庭的阻挠与自己的思想严重矛盾中，而我希望活成自己心目中的，而我家人总觉得我不听话，家庭关系好差，好头大",,接受不能改变的，专注能改变的
1.3,"女,我老公经常发脾气，有时不能自控，会拿头撞墙，有矛盾会只想别人的错，听不进别人的劝说！问下他心理有问题吗？",我想知道他心理有问题吗？,他这样多久了，情绪不稳定需要调整 // 感谢来到给力平台，让我们有缘相聚这里！为保证您的困扰及时有效得到处理，建议选择认可老师一对一进行咨询，如果需要我的帮助，可以点我头像进入主页面，预约我的正式咨询！我在网络的另一端等待您的来访，谢谢！
1.3,"女,妈妈今年47岁了，82岁的奶奶刚搬过来，妈妈每天都因为奶奶生气！总是因为一些小事生气！我不知道怎么劝妈妈！求助",我想求助我该怎样劝妈妈,你生妈妈的气吗？ // 你想充当82岁奶奶与47岁的妈妈之间的调停人吗？ // 美女 // 爸爸呢
1.3,"女,产后18天，心情时好时坏，怕吵，胸闷，总看人不顺眼，一点事情都要和老公大吵，天天不想看到他经常哭，都快神经了",专家我该怎么办，觉得生活无望，晚上灯关了，我感觉我周围有人 // 感觉老公不在乎我了，一回家就是手机，厕所，抽烟，睡觉， // 感觉生活好没意思 // 和婆婆带,你处于产后抑郁 // h产后抑郁了 // 及时心理咨询调整 // 很理解你的心情 // 愿意和我详细聊聊吗 // 产后抑郁症 // 能否私聊详谈？ // 我乐意协助你 // 建议你做个系统的心理咨询，帮你从痛苦中走出来 // 能感受到您的痛苦，您现在是一个人带孩子吗 // 美女
1.3,"女,30岁,和丈夫睡在一起紧张怎么办？怎么样都睡不着，他打呼噜越来越厉害，我听到就是很心烦，越烦越难入睡，怎么办？",一年 // 刚刚生完小娃,结婚多长时间了 // 你们的感情怎么样呢？ // 一个办法解决掉
1.3,男 小时候受不了父亲喝酒父母离婚，以后父亲喝酒便会来骚扰我们，这次跟母亲骂仗，我情绪激动便把父亲打了，我该怎么办,对不起我没有钱 // 他实在没有尽到一个做父亲的义务,帅哥 // 我能感觉到你的内心的痛苦，你打了父亲，比自己被打还痛苦。 // 关注我，让我们建立咨询关系（购买咨询产品）电话咨询好吗？ // 能怎么办打都打了到个欠呗
1.3,"女,我和我老公结婚五年了，从去年下半年就很排斥他碰我，于是今年就和他分居两地，矛盾也越来越深，这是怎么回事？求解",,因为什么 // 你对他的各方面表现满意吗？ // 美女，您排斥的原因是什么？
1.3,"男,老婆在外喝酒，我不让，但她依旧照样在外和其他男的喝，而且出差外地夜晚跑到刚认识的男房间喝酒，她心中还有老公吗",好 // 朋友说的,你咋知道的 // 她心里有没有老公和她干什么不冲突 // 多劝劝她别喝酒了 // 似乎你老婆的表现，让你感觉到很愤怒
1.3,"男,最近老是莫名的发脾气，我的性生活不和谐，老婆老是拒绝我，可是最近老婆已经开始改变，为什么我还是会莫名的发脾气",请问这是怎么回事？ // 32，因为一点小事 // 可是就是发了脾气心里还是感觉压抑 // 可是我老婆已经开始改变，只是还没有彻底放开 // 是的,任何情绪背后都是有一定的思想基础的。 // 帅哥，您多大了？您最近有什么心事吗？发脾气因为什么事？ // 心理压抑都会引致情绪的发泄 // 通过专业咨询可以调整我们的思维认知，从而调整情绪。 // 因为压力源还没解决不是吗？ // 你还是选个老师做个咨询，长时间的问题不是一二句可以解决的 // 她在改变，但还没有达到你的要求和感觉。
1.3,"女,不管老公还是小孩都不喜欢他们挨着自己，一挨到自己就很心烦，小孩想抱抱亲亲总是最快速度推开，老公挨着就直接拒绝",以前没这么心烦，今年特别容易 // 工作压力 // 休息时间老要加班 // 跟母亲说不上多好但也不坏， // 心理能量低如何调节呢？ // 现在家人很不舒服 // 个人感觉是否不仅仅是压力问题，心理上还是有问题，不忙的时候也会这样 // 感觉很自我，不许别人打扰，比如在家加班，强行要小孩到另一个房间，晚上睡觉不管跟小孩还是和老公，都喜欢背对着，由于工作原因，两地分居，周末才团聚，老公睡觉会打呼，为了不被影响，会跟他分床，家人很有意见 // 很自私，一定要顺从自己的感受 // 不知如何调整 // 也不知是否心理存在问题 // 不管对小孩还是老公，我内心总觉得很过意不去，但是年复一年重蹈覆辙 // 老公小孩都觉得我不爱他们,你一直这样吗 // 这样的情况有多长时间了，有什么原因吗？ // 生活中，有压力事件吗 // 心理能量低 // 亲近感和自己妈妈有关。你和母亲关系怎么样呢？ // 拒绝亲密接触， // 美女 // 心理压力大，学会释放压力，不是逃避，逃避会让别人不舒服的 // 就喜欢在自己的世界里？ // 这是潜意识一种排斥心理 // 和外在关系的状态不好，这是我们需要往自己的内在看了。可以通过具体咨询来深入认识自己怎么了，从而调整自己的状况
1.3,"女,感觉娘家人怎么扶都扶不起最近老是想这件事情这几天特别恨他们。明明知道每天想对自己一点都不好可是偏偏控制不住。",,过好自己的日子吧， // 美女
1.3,男 我觉得昨天夜里老婆出轨了，今天跟老婆吵了一天，但是又拿不出证据，求解。昨晚老婆如果发生过，有什么明显的特征？,特怀疑 // 今天早上醒来，看到我的朋友一丝不挂，桌子上面还有避孕套，屋里就我们三个人，一人睡一屋，我睡觉比较死。早上我去媳妇的屋里敲门，里面插着的，他开门以后接着睡，我摸她的时候发现她胸罩扣只扣了一个。然后摸她下体她竟然没有感觉，再后来，她就跑到厕所里去了，根本没有跟我做爱的意思，平时她不是这样子的。 // 我都对她动了菜刀，她最后也没有承认，但是她让我检查了下面，可是我不懂啊，她还说我检查完立刻送走她，后来跟我一天都没说话，给她买了一身衣服才哄好，晚上又吵了一架，还说明天回她家，东西都收拾好了。谁能帮帮我 // 22岁 // 我也不知道怎么办 // 我其实接受不了,没有特征， // 先问问自己需要什么 // 有怀疑的原因？ // 找柯南， // 你现在这个样子你老婆肯定不会承认的。 // 你老婆多大年龄？ // 假设你老婆确实出轨了，你打算怎么办？ // 怼她啊 // 接受的了才怪！其实猜测占多数吧！该来的被你发现时你会怎么做才是重点
1.3,"男,我经常给我老婆打电话，她总嫌我话多，说我不给她自由和空间，可我发现她和另一个男同事走的很近，并收到了5.20的红包",,嗯。你想解决什么问题呢。 // 很理解你的心情 // 希望能帮到你什么 // 你们是，两地分居吗？ // 两地分居吗？ // 如何抓住她的心，可能需要老师帮助您。 // 仅仅是猜测哈
