s1,title,following
1.3,"男,我今年26岁，谈了一个女友，女友在我眼里其他都很好，不过是外地人并且女友的母亲身体不是很好。父母就是因为这两个原因非常不喜欢，已经到了以死相逼的程度。这个时候我该怎么办",其实我父母说的也是有道理的 // 并且我母亲的身体也不好，将来带孩子不方便
1.3,"女,我和我老公经常吵架，我老公经常为了一些小事说我哪哪不好，鸡毛蒜皮的小事，说反应我这个人怎么怎么，最近又吵架了，目前冷战4天了，我应该怎么办，算下来今年吵架冷战有好多次了",大家好 // 我现在不上班，他一说我怎么怎么不好，我会习惯的说：就知道说我的本事，他就说我没吃你的穿你的，朋友都说我太纵容他 // 陈明老师，这样的问题咨询是怎么收费的 // 今年遇到这样的感情危机大概三次了，有一次动手打我，后来经过公亲的劝说和好了，但是感觉到他还是对我做的事情诸多不满，动不动就说哪哪不好，而在我看来这些小事都摆不上台面上来说，他就斤斤计较，总说人就像一面镜子，我怎么对他他就怎么对我，我也想改了我的一些的确存在的毛病，但是这不是一招一夕就能改变的，他总说这是癌症晚期，治不了，他以前经常都手打我，由于公亲的遏制，现在不都手了，但是感觉他对我的感情淡了，我好迷茫，不知道怎么办，是我的问题还是他？求哪位老师帮助我
1.3,你好我家孩子9岁了，在校爱打架，爱闹事，撒慌，,我家孩子在医院检查说有多动症请问与心理慞碍有关吗？ // 而旦不能与小朋友们友好相处 // 我家孩子的这种情况该怎么治疗呀！
1.3,结婚一年多 他多次打我 没有结婚证 他现在要彩礼,什么意思 // 我没有结婚证  他来要钱 怎么办
1.3,我想了解一下怎么改变我的婚姻～现在的我好无助,付费大概多少呢～谢谢
1.3,老婆整天胡搅蛮缠怎么办？是个泼妇，说理不走理。,
1.3,"男,我跟媳妇老吵架他老觉得 是我妈在背后给我说啥了",我就想要 什么事他别老猜我是因为我妈说什么才和她吵架
1.3,婚姻出现问题怎么解决，求专家指导，哪个能给我说说,你是付费的吗 // 哦 // 要走离婚那步了 // 因为她心变了，有什么解决方案 // 那肯定的，为了孩子我可以忍受 // 陈素娟，电话联系，告诉我你的手机号码 // 女人的心变了，还有什么能说的 // 女人的心变了，还有什么能说的 // 我结婚都16年了，现在出了这事，谁心里能平静 // 看来所谓的专家也就是拿金钱堆起来的 // 看来所谓的专家也就是拿金钱堆起来的 // 付费不是问题，关键是我想怎么解决问题 // 感觉你们所谓的专家也就是见钱眼开的人 // 如果可以，告诉我你手机号码和微信号，我给你付费，我只想找个诉的人 // 黄小香
1.3,"35岁,我们要离婚，我不想离婚，我想挽回，怎么挽回？",好的 // 我结婚7年了，现在走到了边缘，但是冷静了三个月，我还是不想轻易离婚，似乎他已经决定了，我想挽回 // 感情不合
1.3,无法容忍我的老公和她前女朋友来往，背着我和她逛街,她说欠她情，再我老公最困难时帮助过他 // 老公说无法不和她来往 // 我们感情还可以，就是为了他和她前任的事吵架
1.3,"女,我想咨询婚姻问题，前夫想复婚，想专家给我点意见",我也想 // 但是我想你们给我点意见才能如何保护自己的权益 // 所以我想你们给我出主意 // 财产问题 // 比较复杂 // 他们家的地和以后的房子 // 不是。因为他背叛我
1.3,夫妻吵架后明明对方无理还要回娘家跟我冷战怎么处理,说了他几句不爱听的话，他就拿一些东西回他妈那 // 跟他抢东西他还动手打人 // 为了孩子很纠结 // 之前吵架后表现基本类似，冷战 // 关键是这回大家支一下高招 谢了 // 不想纵容他 也不想更恶化
1.3,"女,老公婚外情我这么保障我的权益！小三说话还很嚣张",我们有2部车，一套房子有争议 // 我也不想离，还怀孕了
1.3,你好，我遇见了些婚姻上的问题，想咨询一下你该怎么办,
1.3,孩子住校老装病，着急的要回家，呕吐厉害，在家就好了,怎么关注呢 // 孩子12岁。上初一，刚开学 // 头疼死了，怎么办 // 我也觉得孩子心理有问题 // 你说怎么办呢？ // 男孩
1.3,有武汉的医生吗？我女儿才上高中，学习不太认真，开小差,
1.3,"女,对于一个一但吵架激怒他便会动手的男人，应该离婚了吗",但有一对儿女，我觉得比较难 // 但我就是不知道，怎样对我自己才是有利的 // 我的问题，是对我的孩子呢是利还是弊 // 我不能，他好吃懒坐，不愿意给我一分钱，也没有上进心。
1.3,"女,如果已经知道自己犯错了，所有的婚姻都应该尽力挽回吗",因为我自身和老公差距太大，老公太优秀了无论哪方面，公婆开始同意，其实是早有预谋不同意，这种情况下我们俩就结婚了，我家为了我的婚姻几乎付出了全部的感情和财力，，父母不遗余力盼着我们过好，但我没有把握好，结婚以后老公的学生追求他，我为了测试老公的忠诚度，又用老公的qq和那女生聊天，老公开始反对，后来没办法就配合了，以至于后来我同意引导女生发裸照并且找我老公见面亲热，都没有阻止，一年以后老公爱上这个女生了，现在对我无爱了，冷暴力偶尔提离婚，但也没承认和那个女生的情人关系，我们心照不宣，谁也不提，但都很痛 // 苦，我已经知错了。我坚决不想离婚 // 但老公的冷暴力让我太痛苦，从他承认他精神出轨，到现在他们肉体出轨的几个月里，他再也没有碰过我，现在他不管怎么对待我，我都忍受，偶尔反抗一下子 // 最终还是忍受 // 我不想离婚 // 他是一个爱就爱的轰轰烈烈，不爱就丝毫不爱的人 // 因为我们的婚姻，他对他的父母也产生了诸多不满情绪，现在每天就沉浸在和小三的激情中，小三比我们小11岁，今年大4，我们俩33岁，他现在也不和我要孩子，就是冷暴力对我，但也还没说必须离婚，我越来越消瘦，他说我要是死了，他会给我偿命 // 现在感觉他除了小三以外，对他家所有的亲戚都有怨恨，只要是过去对他有过伤害的，他都不满怨恨，当然也包括我 // 那个小三是大学生，能给他激情，充满活力，前不久他论文中标，我又失业了，但他现在说事业也有些懈怠，因为每天心不在焉 // 但毕竟我们是有婚姻的，我俩和家庭都为这段婚姻付出了很多，我不想离婚 // 我不知道我不想离婚是对还是错 // 我以前有过几个男朋友，但他一个女朋友都没有过，我是他的初恋，他对我太失望了 // 我家务活做的也不如他好，我过去太愚痴了，现在又贪心 // 算命说结果不好，但我毕竟知错了，我现在提不起精神找工作，他越来越瞧不起我吧，我知道我依赖心太强，父母溺爱，自己不强量，我只是不想离婚，以后我会一点点的都改正 // 我真的很痛苦 // 我真的很痛苦 // 我不能和他挑明小三的事 // 我不想离婚 // 挑明了就只能离了 // 漫画画的真好 // 我目前失业了，没有钱去咨询 // 您说的对，是需要相互知错 // 我现在也在找工作 // 我也不知道，我就是觉得时间太紧迫了，我就来了 // 显然现在漫画中的3点都没有 // 谢谢各位老师 // 那女孩现在马上就要回来了，她是广西的，以前我了解到她的妈妈就希望她就在广东或者天津这样的城市 // 她确实很活波，他们性格也有诸多一致的地方 // 我现在身体极为显瘦，对这一点他很无奈 // 消瘦 // 恩 // 我很恨我自己 // 我无法原谅我自己 // 我的心每天就像被挖一样的疼 // 我去看过很多佛法，让我放下，我也看过善人道，让我低头默默认错，错我认过多次，但他不肯原谅我，说自己坐错的事，自己得报应，所有人都是 // 我真的人过错了 // 认 // 但他知道我失业以后说我是骗子，我爸妈当着他的面给我5000元钱，说资助我的，他之前不同意让我告诉我爸妈，可是我家亲戚说漏了，我爸妈说给我钱是为了让他看得起我 // 专业老师能让我知道怎么不离婚吗 // 怎么个付费标准呢
1.3,怎样纠正孩子心里不健康的问题。比如看待世界特别的黑暗。,16岁了 // 好像还有抑郁的症状。 // 想过这样的处理方式，可是做为家长我该往那个放下去做。更有利于孩子的成长 // 他的认知好像自己很肯定自己的认识。 // 孩子成长在离异的家庭 // 这是我很内疚的地方 // 是呀，做为男人我意识到了，可我努力给予但我做不到温柔，我试图改变，又很不知道方法 // 哪里找这样的老师 // 哪里找这样的老师 // 哪里找这样的老师 // 是呀！我还以为仅仅是心里咨询。 // 哪里能单独说说情况 // 好的，晚上有空具体聊下
1.3,"女,怎么改善婆媳之间的关系，头好疼，婆婆是个强势的女人。",怎么改善 // 意思就是我听她的么 // 那她要我跟老公离婚，那我就离婚么 // 那我改怎么做 // 都到开庭了，我改怎么跟她相处 // 嗯嗯 // 没有，就认为老公找不到工作是我的原因 // 不好，都是因为婆婆的原因 // 不认同， // 什么技巧
1.3,"女,你好：我想咨询一下和老公吵架了怎么办？一直哄他都不行",一点小事 // 你能告诉我该怎么做吗？ // 非得付费才能回答吗 // 我知道啊！可是他一直说我错
1.3,"女,遭受家庭暴力后被赶出门  男方还一直不道歉 我就会想离婚",因为有二个孩子了 // 我也随便 // 可是他态度还那么嚣张 // 我觉得单考虑我们自己的婚姻也确实过不下去了 // 我心里有怨气 说了几句 // 哎～
1.3,我老公岁数比我大将近20岁还有一个儿子，我现在不想跟他过了,压力大 // 我们也有孩子又怕对孩子造成伤害，矛盾 // 现在不愿意 // 他年龄大了
1.3,怎样才能让老公不离婚，他这个牛脾气，怎么说他，他就是不通,他要和我离婚说我不体谅他 // 是的 // 不知道了，我现在心乱了 // 我也不太清楚，我们还有两个孩子都十岁多了，可能我看他有点紧吧让他有压力，
1.3,老婆为什么老是不让我碰她东西，一碰她就跟我吵架这是怎么了,我今年26岁，一碰她东西就跟我闹，她老是为了一些小事就跟我大吵大闹，还要跟我离婚，我想问一下这样的事我该怎么办
1.3,老公吵架从不认输，还总说我花他的钱，现在我们分居不想过了,他是一个每天都上网的人，只要下了班就玩游戏，从来不管孩子，孩子有了问题就会说是他妈教的 // 有孩子我自己看，他家没管过一点我生孩子老公婆婆都不在身边 // 不想电联 // 不想电联 // 现在不方便 // 没有对错？这人总是没玩完了的说没教养的话，例如我花了钱娶了就是伺候我的奴隶 // 我是单亲家庭，从小寄人篱下，他是兄弟姐妹六个他妈最惯着他 // 你说他什么他都能无理取闹 // 饿死都不要那人破钱
1.3,"女,21岁,前几天和老公吵架了打架，我们结婚五个月就要离婚了，",想不看一晚一晚睡不着
1.3,爱人，妈，因孩子穿衣矛盾，怎办？？？？？？？？？？？？？？,相处一般
1.3,"女,34岁,婆婆逼着让离婚，孩子8岁了，为了孩子我不想离该怎么办？",晚上好
1.3,"男,30岁,为什么和老婆隔几天就会吵架。总是因为一些小事搞的很不开心。",谢谢各位 // 谢谢程老师
1.3,因为家庭的事，闹的我寝食难安，我走不出来，感觉快的神经病了，我该怎么办？,
1.3,对孩子教育问题，婆婆包括老公也是觉的6岁的孩子交10000元学英语不值，怎么办！,6岁不是应该开始学习了吗 // 那什么时候才是学习的开始呀？总不能看着他玩吧！都要上一年级了呀 // 我问他了，他也想学呀，这样不让他学会不会耽误他？ // 我现在不知道该怎么办了，各有各的说法 // 英语老师说现在是孩子学英语的最好时间了，可是你们却说……我应该怎么办？ // 这个软件就有免费咨询一项好吗？ // 掉钱眼了吧你！ // 那你说的还那么难听。 // 我的问题其实不在于让孩子几岁学英语，在于婆婆和老公不同意呀！ // 对 // 我觉的我没错，我为了孩子好，他们为什么就想不到呢，他们是觉的花的太多了，自私吗？
1.3,"男,我跟老婆思想观念不一样，老是会为了一点小事而争吵，她也不喜欢跟我待一起！",我想找出我们问题的所在 // 沟通不了 // 我老婆不需要我体贴，只需要我多赚钱 // 今年基本是她在挣钱 // 我挣的很少
1.3,"女,老公每次都说累对那方面不是太感兴趣一个月也就一两次我们才二十多岁在一起三年",他不愿意和我交流 // 总是拿没兴趣来回避我的问题
1.3,"29岁,和老公离婚后不久他就会来找我，于是和好了，但是不肯公开两人关系，我该怎么办",我跟他沟通过 一开始他说我们一起想办法解决这个问题 之后我再提可能说多了她觉得我让他压力大他就生气了 // 我表达了我的不舒服的 // 我也问过他我说如果我要结婚 你会不会娶我 他说他要做准备 我问他需要准备什么 他说他要准备钱
1.3,"男,和妻子没有沟通，孩子才几个月，妻子性格暴躁，吵过很多次，把双方父母都扯进来了",专家 // 能咨询您吗 // 我很少和她争吵，总是一再忍让
1.3,老师你好我现在婚姻出问题了，我不知道怎么办我和孩子都不想离开她您能帮我分析一下吗,刚才的问题您能给我说一下吗 // 老婆要和我分开过 // 她说我没有给她她所需要的家里把她当外人
1.3,在吗？？我结婚一年，没有性生活，我老公就说害怕，问他也不知道怕什么，这是心理病吗,正常 // 哦，你能说具体点吗我不太明白 // 孙大夫
1.3,因彩礼钱的问题，现在两家都闹得不愉快，而且现在婆媳关系也不好，我都不知道该怎么办，,就是准备结婚，彩礼谈不拢 // 就是，现在就是和他们家的人关系不好 // 还可以 // 就是和他们家的人关系不好 // 就是和他们家的人关系不好 // 没有沟通的，不管谁对谁错，我男朋友都叫我给他们家的人认错
1.3,老婆经常很暴躁！动不动就暴力解决！令我很压抑！经常有说这个问题却还是依然无法改变！,
1.3,"女,我总会不经意的想起以前和老公吵架的事，想起就会流眼泪，可就是控制不了自己的情绪！",可以 // 老公因为一点儿小事就对我动手，我一直都没办法原谅，但有孩子了又不想破坏家庭，所以自己一直忍着，现在觉得老公不爱我了，总是和我吵架！ // 怎么私聊啊
1.3,我和我老公是二婚，他一点责任都不负，遇到什么事，就躲避，让我解决，我跟他真的过的好累,和她就没法沟通！沟通他也是一言不发
1.3,我老公怀疑我有外遇，不信任我，怎么解释都不行，还动手打我，还说要杀了我，我该怎么办？,
1.3,我跟老公沟通上出了问题在吵离婚其实我们都不想离婚但是有沟通不了医生请问我该怎么办呢？,
1.3,"男,30岁,我是替朋友咨询的，他现在的婚姻很不幸福，我感觉已经到离婚的地步了，应该怎么办呢",每天跟他老婆没有话说，一说话就吵架 // 他不好意思 // 他经常给我提起他家里的事 // 我劝说过，就在昨天他们吵的厉害了 // 发语音也可以吧
1.3,儿子今年挂三本没上，上高中补习班，还是注意力不集中，老玩游戏，给他沟通不了，怎么办？,他根本就不听说什么 // 我刚才给他说话，他不吭气，
1.3,"男,26岁,昨年和老婆离了婚，现在想复婚，她不同意复婚，说要过就这样过。我想知道我该怎么办",离婚过好她还是在家里，金钱上也没有分过还是都在用 // 好
1.3,想死，对老公不满，只有我死了才能摆脱他，可是又舍不得父母，孩子，我还怕疼，我该怎么办？,23岁 // 他刚找了份卖保险的工作，我们现在没钱，我现在住在我姑姑家，他借钱在外面租了个房子，对我说他刚上班要买西装，皮鞋，包，可是我没钱，他就刷我的信用卡在网上买了，花了1000多块钱 // 他不会和我离婚，他觉得和我离婚了他的父母在家里会没面子，他的孩子就没有妈妈了 // 我比较强势，我一凶他什么，他就骂我父母， // 可是我心里就是有口气咽不下去 // 没有免费的吗？
1.3,"女,对于有一个特别小孩儿脾气的老公，而且整天无所事事，沟通没用，死活不改，我该不该离婚？",老师 // 我们是介绍认识的，电话谈了一年，后来回来我们相处了四个月就结婚了，结婚之前不这样
1.3,我很纠结，我带着我爸妈在一工作，我想要自己去外面闯荡，可是又不能丢下他们，我心里很不开心,我就想一个人 // 因为我就想一个人在外面打工，挣钱养活 // 就是不同意 // 带着他们让我压力很大
1.3,你好我媳妇和我妈妈吵架了回娘家了到了他娘家他妈妈不让他回来了他什么都听他妈的你说我怎么办,怎么办？ // 怎么个合理处理？ // 我爸妈叫去了也不回来 // 我叫去了他也不回来 // 我妈都给他道歉了 // 他还是不行 // 有时也吵架
1.3,媳妇儿与我父母之间矛盾，因为带孩子和当时坐月子引起的矛盾，双方谁也不让谁，整个家庭快要支撑不下去了,嗯嗯
1.3,你好！我和我老公结婚二十一年了，现在我老公出轨了，现在连家都不回了，我想挽回我们的婚姻，我该怎么做,他说就是不想见我，说我整天和他吵，可是我就没有和他吵过啊，我真的不知道该怎么办？他现在和外面的女人同居在一起了 // 你们这些专家有南京的吗？
1.3,我老公在跑长途车，两三天回一趟家，回来倒头就睡，和我随便说两句，我特别生气，怎么办，我们结婚才三个多月,大概说了
1.3,"女,我想和老公离婚可是又有太多的顾虑，因为我们有孩子？我不知道怎样办才好，因为他出轨过，我心里面总是想象",
1.3,"女,今天小三给我打电话骂我，把我气的 然后她给老公说是我骂她了 我该怎么做 我跟小三没说话 可跟老公吵了一架。",然后我跟老公说我就找她算账 我还没离婚她就这样了 // 我们前面去过法院 22号出判决书 我想挽回 我什么也没做 是那个女人自己惹我的
1.3,老公出轨了，要和我离婚，宁愿净身出户。理由是没有孩子。十多年的感情就这样被他否定！太伤心了。我该怎么办？,是因有身体上的原因，我一直在努力求医，但他一直无所谓。现在却要以这个理由和我离婚。
1.3,"女,结婚2年多，已经生了孩子，老公爱上网，懦弱性格，公婆强势，因为各种小事发生矛盾，生活水生火热中，我该怎么办？",要示弱？我原来就挺弱的，但她变本加厉，后来就越吵越凶 // 示弱没得用，
1.3,"女,26岁,公公叫我把儿子还给他 讨厌公公 可是每天都得见面 知道老公在中间为难 可是也不愿意强颜欢笑  心情压抑 烦躁 怎么办",我已经结婚6年啦 // 我脾气犟 公公爱喝酒 喝酒后口不择言 乱骂人，所以我不爱盒他交流 // 我也不知道，是不是婚后老公对他们的照顾太少了吧 // 第一次使用
1.3,我刚生完小孩，我婆老找茬，我身体虚弱住院了，我老公一说没钱二说老忙不见人，住院只交了一点点钱，现在我住娘家，我该怎么办老师,我大着肚子在家里做饭，喂羊，可我老公 // 还嫌我懒，不负责任，而且还不注重我的身体健康
1.3,我不知道也什么总喜欢让老公在家陪着我，他一出去喝酒我就很生气很难过，他这段时间几乎天天出去喝酒，半夜才回家，我每天都心情不好,帮我解答下 // 安全感收到威胁什么意思 // 生存恐惧被激发又是什么意思 // 现在老公让我觉得没有安全感，他对我不像以前那么好，我觉得他好像不爱我 // 怎么样不依赖男朋友 // 你理解我。为什么 // 你的妻子？ // 我想让他觉得快乐
1.3,"男,老婆无休止的生气怀疑我，就认为我怎么怎么样！请问怎样疏导和开通我老婆？这样我心里也是很着急的，怕她得心理上的病，这样下去家庭不和睦","男,老婆无休止的生气怀疑我，就认为我怎么怎么样！请问怎样疏导和开通我老婆？怕她得心理上的病，请高人指点一二谢谢大家了！！！ // 有错我承认，都是过去的事情了，从他心里就过不去……打架弄得邻居都会背我们那点事了。"
1.3,有关家庭，我和父母之间的矛盾，他们把我看的太严了，连我人身自由都没有，我结婚的对象也要他们来严管，我不听就和我闹，还限制我的人身自由,
1.3,"女,长大后发现父母好窝囊自私，跟以前心中的完美形象相去甚远，不知道如何面对他们，很容易向他们发火。别的父母给予子女的他们没给予，心理不平衡。",母亲是优秀教师，却从没培养我的情商和才艺。我记得小时候我常常站在院子门口哭着等她打完麻将回来。我们之间很少有感情的交流，所以现在谁稍微关心我一点，愿意了解我我都好感动 // 我很孤独，我们之间的情感交流几乎没有，物质方面他们也很吝啬 // 我的同学到处旅游，会很多才艺。而我却只能宅在家，这样的花费最低了。以前不觉得有什么，长大了发现和同龄人的综合素质差很多，忍不住埋怨我的父母 // 心理咨询怎么弥补我缺爱的童年呢？以前旁人都觉得我不爱笑，我父母觉得我性格不好。我真的以为是我自己的性格太不阳光了。现在才发现是我自己得到的关爱太少了。现在我看见我的父母觉得真的很讨厌，怨恨 // 我家里的经济条件以前比较差，最近10年有很大改善，可是他们还是对我很吝啬。500块可以过几个月。回想起我妈买衣服都是一两千一件，最近装修有是几万一件的家具，觉得心理很不平衡。她们还责怪我没开始孝敬他们 // 我爱看佛教，爱看古书。他们都强调孝顺父母。现在我没法去孝顺他们，心理很反感。我从书里学到的价值观跟我的现实生活有矛盾。感觉像失去了航线，迷航了 // 我妈文化水平低，又很强势，做事简单粗暴。我们之间有问题她单方面就去跟亲戚朋友说。以她对我错的方式去扭曲事实。亲戚朋友常常用很责怪鄙视的眼神看我。清官难断家务事，她的转述肯定是不中立的。现在我都很排斥那些亲戚朋友。但是这样我又更孤立了 // 怎么转化呢 // 看到别人的父母想方设法为自己的儿女考虑，我就心理不平横。为什么我得到的是伤害 // 跟别人的父母差太多 // 我感觉不幸福 // 我的父母都这么冷漠，我对婚姻也没什么信心。每次看到别人纯真的笑脸，我的心就隐隐作痛。为什么我做的再好，我的父母都是在苛责我。而他们却能得到无条件的支持 // 可能是因为我最想要的他们没给我 // 老师，一般多大经历怨恨父母的阶段啊？ // 这说明我在成熟是吗？什么时候才能彻底脱离他们的枷锁和限制，成为一个独立的人呢？ // 如果父母都不是完美的，那伴侣岂不是问题更多。我觉得我这种追求完美的心态影响我的婚姻大事。那在婚姻中，我应该重点追求什么，忽略什么呢 // 又跟我妈吵架了。我说她一直在伤害我，从来不考虑我的感受就把我们的事情单方面和别人说。别人都用怪异的眼神看我。我们吵的很凶。用记忆中她对我的凶狠跟她吵架。她居然哭了。明明是她伤害了我为什么弄的像我伤害她？ // 几年前我做了一个错误的决定。我每天都生活在她的辱骂和怒吼中。天天说我犯了天大的错误，说我的未来会很惨，说我的人生很失败。我当时的心理慢慢从单纯阳光变的扭曲愤怒。我每天都蒙在被子里哭。我的人生走偏了是因为她从来不跟我沟通。每天学习好了就万事大吉，刚好我的学习又很顺利。我不懂人生，在关口做了错误的决定。整整忍受了她多年的辱骂，直到我的生活重新迈向正轨，被辱骂的生活方式才得以喘息。 // 她没有爱，她就像个机器，实现了她的目标就有好果子吃。没实现就是阴沉暴躁辱骂人身攻击。我的人我的心理我的情感在她的人生中不存在。她的待遇很低，人生很没安全感，整个家都靠我爸的工资在养活。她在行业内其实是成功的，只是行业工资太低。可是她为什么把她财务上的不安全感用如此粗暴的方式安在我身上。曾经的我多么意气风发。现在我整日生活在那粗暴的惨败的心灵的毁灭中。 // 20多岁的光景整日宅在家，被她锁在家里辱骂。有人来了我还得躲在家里免得被人看见。问起来不好说。
1.3,本人已婚，公婆欺负的活不出来。生了宝宝不帮忙，叫她全家亲戚来教育我，我哪都不好。离婚吧，我没能力抚养宝宝。扔下走吧，他们总是伤害宝宝。我该咋办？,老公不管，让我一直忍着。每天就知道玩。我叨叨俩句，人家全家不让 // 嗯额 // 自己带着5个月大的宝宝。
1.3,你好，我现在的感情出现问题，我们是二次婚姻结婚四年了，现在不知怎么了一说话就吵架，他说闲我磨叽，这次没说几句话就吵嘴了，起来他就走了，我不知该怎么办？,我想问问是我有过错吗 // 私聊怎么收费 // 是用电话方式吗
1.3,"25岁,女,结婚四年了，25岁,结婚后性生活不和谐，怎么办？是我的问题吗？还是他的问题，我很压抑，这种生活困扰我很久了，我该怎么办？我不想过没有性生活的日子⋯⋯",
1.3,我和老公结婚六年了，有两个小男孩，去年冬天开始他怀疑我有外遇，一直到今天，开始动手打我，他说他受不了了，我怎么说她都不信我？我不想放弃这个家，我该怎么办,这样的情况是心里疾病吗 // 有没有专家告诉我呢？ // 我受不了他，我把他赶出去了一天，那时他染上了毒瘾， // 我受不了他，我把他赶出去了一天，那时他染上了毒瘾， // 我感觉他像中邪了 // 现在已经戒毒了，他和别人都正常，唯独我不行 // 现在已经戒毒了，他和别人都正常，唯独我不行
1.3,"女,宝宝十个月，夫妻感情不和，要求起诉离婚，作为女方，我是不是可以得到宝宝的抚养权，另外还可以要求给予抚养费，并一次性付清，如果是我先提起诉讼，对我有什么不利的问题吗？",如果我起诉了，男方没有到场，能不能离婚成功
1.3,"我老婆毕业后和男的偷领证1个月，被爸妈去离婚了，现在和我结婚，结婚证领了.户口浦上还是未婚,表面看否没问题，那户口迁过来会暴露再婚吗？因为我是觉得没什么，我怕我家人有想法？","我老婆毕业后和男的偷领证1个月，被爸妈去离婚了，现在和我结婚，结婚证领了.户口本上还是未婚,表面看是没问题，那户口迁过来会暴露再婚吗？因为我是觉得没什么，我怕我家人有想法？"
1.3,我和我爸的关系从小到大就不好。现在我恋爱了，他知道我们的关系，由于我们出来干活，却始终不顺利，现在让我回家，我爸不在家，我又不想和我对象分开。我应该怎么办？请你帮帮我。,我爸 // 我俩从小到现在就没说过几句话 // 我现在尽最大努力来改变我现在的生活 // 怨到不怨，我只想让他别用他的方式来逼我 // 他的脾气我真的好害怕。
1.3,跟老公结婚3年了，以前我老是提离婚，不停的吵闹，把他伤透了，这次他铁了心要离婚，可我不想离，已经分开半个月了，他说他也舍不得，心里很难受，可是真的怕我，不想过了，怎么办！,他说很怕我，怕我吵他，怕我自杀 // 我怎么求他都没用，说不相信我会改 // 嗯，是的
1.3,和老婆结婚三年，因为没孩子做了两次试管，欠了好几万债，可她明明有好几万私房钱，还要我每个月给她钱，我说欠债，可她说孩子生出来跟我们姓，欠债跟她没关系，这种老婆还能要吗？,如果婚姻要经营下去该怎么办 // 我老婆脾气不好，她说什么我就要做什么，不做她就发脾气，说真的我刚开始结婚觉得到时候脾气会改点，然后生个小孩，两个会慢慢好的，可是三年过去了，她脾气还是这样，这回她回娘家十多天了，我们一直没联系过
1.3,"女,16岁,我是一个在校学生  我父亲从政母亲从商   从小学三年级  他们就没时间管我   所以我的学习一直在中等水平   现在   我的学习还是中等水平   我没有多少朋友  因为星期天我父母不让我出去    不让我找同学出去玩   我父亲翻我书包    最近学习时间紧   不让我玩电脑   我想问他们   一个学生  星期天不让出去玩  也不让玩电脑  手机也不给      我真的受不了了   这样的家庭   我感觉   我学都不想上了   没朋友    我感觉我有时候很孤独   但是我的父母  却不替我着想   我感觉再这样下去  我真得抑郁症了",沟通过  但是不行  他们不听我的 // 是 // 社会太复杂  怕我受伤害 // 我也不知道  我就是想要自由
1.3,"女,结婚后有小孩后心里好不平衡，时常都好偏激！动不动发脾气，老公气到我我就会把气撒女儿身上，女儿气到我就把气撒老公身上，我完全无法控制自己浮躁的心情，好烦躁，该如何是好？",
1.3,你好！我现在咨询有关离婚的问题。我有两个女儿，大的6岁，小的4岁多。由于对方有家庭暴力，在外参与赌博，欠下很多债务，什么财产也没，我可以申请抚养一个孩子么，我有工作有收入。,他也没有要我帮他还债务 // 他也没有要我帮他还债务 // 谢谢
1.3,家庭不和谐，老板老是骂，老妈老是烦，不想活了,
1.3,老婆跑去外地了，说等着离婚！说不想过这样的日子,还没休息？ // 两年多 // 小孩没到两岁 // 她不喜欢我去应酬，喝酒多！ // 平时交流比较少 // 工作忙！ // 是的，我不同意。我说和我儿子等她回来 // 她上了动车就拍了张相片发给我，说去外地了！就等着离婚吧！ // 平时都很迁就她 // 肯定，好不容易有个家 // 人都找不到了 // 问题过错都说出来了，也找到了！可是她不相信我了！ // 她说答应的几天又恢复了 // 还能挽回吗？ // 工作需要，不得不出去吃饭喝酒！ // 我要是不喝酒，可能就没有这问题了 // 她很喜欢儿子，这次居然抛弃！去外地了！以前吵都是出去几天又没事了 // 那要怎么处理？ // 我问过她，真的没有机会了？她说目前没有 // 这里不能提醒一下嘛？ // 我家庭不是很好 // 也有可能，我说到做不到吧！ // 大道理个个都懂
1.3,"女,和老公一吵架他就动手，想离婚，不知道怎样维权",好的，谢谢了
1.3,我媳妇和我爸妈不和，我媳妇天天和我打架，我咋办啊,
1.3,一听到婆婆的声音就抓狂还没有办法解决，就想大喊大叫,就是觉得没有办法解决什么，疯狂，还不能说 // 当然不
1.3,我心里有病，谁来救救我，我从心里烦我爸爸，怎么回事,怎么回事啊
1.3,"女,生完孩子老公不和我一起住也不愿意说话感情越来越差",
1.3,结婚后发现自己爱的人是前任。从结婚到现在一直吵架...,妻子 // 女士 // 怎么办 // 是的 // 想离婚，又纠结 // 哦！
1.3,过不下去了想离婚，一次次的忍让换来的是一次次的欺骗,我和我现在的老公结婚两年多了，他一直喜欢和他那些单身的朋友玩，而且喜欢玩消失 // 有个女儿两岁多 // 每次都是把辛苦挣的钱花光了才回来 // 和公婆一起住，谈过很多次了每次都是答应的很好可是没过几天又原形毕露，和他是自己谈的，，不在一个省，当初结婚我家里人不愿意，我自己偷了户口本出来和他结的婚，而且基本上是属于裸婚了，什么都没有买 // 我一直在家带孩子，他爸妈都在上班，平时孩子和我的开销都是他爸妈供着，因为他根本挣不到什么钱 // 期间我也提出过离婚每次他都不愿意，我给过他很多次机会了 // 不是还有个哥哥，但是现在还在服刑 // 我现在感觉绝望了，以前太多的沟通都显得苍白无力，我没有什么过分的要求，只想像一个正常的人有一个正常的家庭，他出去从来不打招呼，也不会打电话给我 // 现在我感觉真的绝望了，我不知道再这样继续下去会是什么
